customer_id,age,income,employment_type,dependents
CUST000132,29,866773.77,Business Owner,0
CUST000133,35,632966.15,Salaried,0
CUST000134,35,553895.26,Salaried,1
CUST000135,46,639463.76,Business Owner,2
CUST000136,62,511501.35,Self-Employed,1
CUST000137,33,752208.82,Salaried,2
CUST000138,52,437482.63,Self-Employed,3
CUST000139,59,130858.72,Unemployed,1
CUST000140,52,660963.37,Self-Employed,2
CUST000141,24,226134.66,Business Owner,2
CUST000142,50,737694.47,Self-Employed,2
CUST000143,57,479046.93,Salaried,2
CUST000144,43,1277824.46,Business Owner,0
CUST000145,59,644076.81,Salaried,1
CUST000146,35,100000.0,Business Owner,1
CUST000147,63,601780.9,Salaried,1
CUST000148,49,762856.32,Self-Employed,2
CUST000149,56,554467.18,Salaried,2
CUST000150,33,568236.64,Salaried,2
CUST000151,52,484888.48,Salaried,1
CUST000152,27,209775.56,Unemployed,0
CUST000153,42,126854.15,Unemployed,0
CUST000154,48,868729.5,Salaried,0
CUST000155,22,207766.75,Unemployed,1
CUST000156,62,1432777.47,Business Owner,3
CUST000157,26,516034.68,Self-Employed,2
CUST000158,48,527051.07,Salaried,1
CUST000159,48,1091370.03,Business Owner,2
CUST000160,64,810398.33,Self-Employed,0
CUST000161,64,1609296.24,Business Owner,1
CUST000162,40,157121.24,Business Owner,2
CUST000163,50,1981918.96,Business Owner,0
CUST000164,31,550428.52,Self-Employed,0
CUST000165,48,716869.68,Salaried,0
CUST000166,45,465707.54,Salaried,6
CUST000167,59,455373.52,Salaried,3
CUST000168,53,384177.13,Salaried,1
CUST000169,21,840730.44,Self-Employed,3
CUST000170,47,362385.33,Self-Employed,0
CUST000171,33,863242.72,Business Owner,1
CUST000172,61,554795.47,Salaried,1
CUST000173,23,446875.85,Salaried,0
CUST000174,59,570156.78,Salaried,0
CUST000175,26,613185.0,Salaried,2
CUST000176,28,787316.69,Salaried,2
CUST000177,47,288180.13,Self-Employed,2
CUST000178,29,512474.87,Salaried,3
CUST000179,57,610021.48,Self-Employed,4
CUST000180,53,606808.64,Salaried,1
CUST000181,62,925524.69,Business Owner,5
CUST000182,64,511570.71,Business Owner,1
CUST000183,44,188923.1,Unemployed,0
CUST000184,35,1465449.58,Business Owner,1
CUST000185,52,1428466.62,Business Owner,3
CUST000186,52,822554.12,Business Owner,3
CUST000187,44,100000.0,Self-Employed,2
CUST000188,61,635059.63,Salaried,1
CUST000189,32,615046.54,Salaried,0
CUST000190,59,447282.21,Salaried,2
CUST000191,22,335668.55,Self-Employed,3
CUST000192,23,450666.41,Salaried,0
CUST000193,57,1009809.69,Business Owner,2
CUST000194,37,108879.72,Unemployed,1
CUST000195,22,624763.12,Salaried,2
CUST000196,22,956481.17,Salaried,1
CUST000197,48,140708.0,Unemployed,0
CUST000198,43,425994.96,Salaried,2
CUST000199,57,209331.11,Self-Employed,0
CUST000200,52,649510.33,Salaried,0
CUST000201,53,900578.7,Self-Employed,2
CUST000202,21,464760.0,Salaried,2
CUST000203,39,100000.0,Business Owner,0
CUST000204,22,841493.18,Self-Employed,2
CUST000205,64,977438.16,Salaried,2
CUST000206,46,713508.86,Salaried,1
CUST000207,52,664583.15,Salaried,0
CUST000208,26,153336.28,Unemployed,2
CUST000209,52,636204.15,Self-Employed,3
CUST000210,24,695220.77,Salaried,0
CUST000211,31,642448.02,Salaried,1
CUST000212,37,457153.62,Salaried,0
CUST000213,58,555538.98,Self-Employed,1
CUST000214,44,480317.35,Self-Employed,2
CUST000215,25,479692.61,Salaried,0
CUST000216,54,555072.0,Self-Employed,0
CUST000217,26,402760.53,Self-Employed,0
CUST000218,42,153386.76,Unemployed,2
CUST000219,31,1082595.31,Business Owner,1
CUST000220,36,619630.72,Self-Employed,1
CUST000221,53,407688.38,Self-Employed,0
CUST000222,29,667558.78,Salaried,2
CUST000223,26,1173272.28,Business Owner,0
CUST000224,36,746082.76,Salaried,0
CUST000225,49,645729.12,Salaried,3
CUST000226,23,690802.3,Salaried,2
CUST000227,40,731439.96,Business Owner,0
CUST000228,56,986537.96,Salaried,1
CUST000229,39,590383.25,Salaried,0
CUST000230,46,768177.72,Salaried,4
CUST000231,23,526986.11,Salaried,1
CUST000232,39,656213.08,Salaried,2
CUST000233,40,1034969.71,Business Owner,0
CUST000234,52,1111125.55,Business Owner,1
CUST000235,27,472799.57,Salaried,2
CUST000236,61,1055776.98,Business Owner,1
CUST000237,53,403425.07,Self-Employed,1
CUST000238,60,722918.62,Salaried,1
CUST000239,59,324354.22,Self-Employed,0
CUST000240,38,165294.99,Unemployed,2
CUST000241,60,595753.85,Salaried,2
CUST000242,21,878235.88,Salaried,2
CUST000243,31,1347114.93,Business Owner,1
CUST000244,48,774499.47,Self-Employed,0
CUST000245,45,484266.73,Salaried,3
CUST000246,43,423327.4,Self-Employed,0
CUST000247,51,599389.75,Salaried,1
CUST000248,50,1357823.5,Business Owner,2
CUST000249,62,656411.44,Salaried,3
CUST000250,55,487623.36,Salaried,2
CUST000251,27,358618.44,Self-Employed,1
CUST000252,36,778870.73,Salaried,2
CUST000253,46,661251.01,Salaried,1
CUST000254,22,510492.27,Self-Employed,2
CUST000255,21,887845.12,Business Owner,1
CUST000256,32,734309.35,Salaried,0
CUST000257,25,289124.96,Self-Employed,3
CUST000258,57,607779.16,Salaried,4
CUST000259,52,616743.18,Salaried,1
CUST000260,29,413113.48,Salaried,1
CUST000261,61,568889.79,Salaried,0
CUST000262,55,1814609.76,Business Owner,3
CUST000263,39,474748.84,Salaried,3
CUST000264,36,525207.99,Self-Employed,1
CUST000265,23,288430.72,Salaried,3
CUST000266,40,143054.37,Unemployed,1
CUST000267,44,285125.09,Self-Employed,0
CUST000268,53,429635.84,Self-Employed,0
CUST000269,44,663925.02,Salaried,3
CUST000270,31,431135.11,Salaried,1
CUST000271,28,636155.19,Salaried,0
CUST000272,56,588090.55,Business Owner,3
CUST000273,58,399682.0,Salaried,0
CUST000274,60,696540.81,Self-Employed,1
CUST000275,40,307718.34,Self-Employed,1
CUST000276,55,536424.21,Salaried,1
CUST000277,45,385852.48,Self-Employed,0
CUST000278,55,543376.81,Self-Employed,1
CUST000279,45,506460.46,Self-Employed,0
CUST000280,49,575215.22,Salaried,2
CUST000281,38,493689.55,Salaried,0
CUST000282,38,560204.6,Salaried,0
CUST000283,22,1017536.66,Business Owner,2
CUST000284,55,523578.58,Self-Employed,1
CUST000285,36,768265.36,Salaried,1
CUST000286,61,1205204.26,Business Owner,2
CUST000287,56,765969.76,Salaried,1
CUST000288,53,1441363.4,Business Owner,0
CUST000289,24,159354.28,Unemployed,1
CUST000290,53,1241448.57,Business Owner,4
CUST000291,34,1034276.75,Business Owner,1
CUST000292,41,799014.39,Salaried,2
CUST000293,40,336771.49,Salaried,4
CUST000294,28,436887.74,Self-Employed,4
CUST000295,27,661511.07,Salaried,1
CUST000296,23,685494.12,Salaried,0
CUST000297,37,496472.27,Self-Employed,2
CUST000298,53,350624.95,Salaried,2
CUST000299,32,828976.96,Business Owner,1
CUST000300,42,1226481.89,Business Owner,3
CUST000301,42,773739.5,Business Owner,2
CUST000302,50,518500.32,Self-Employed,4
CUST000303,58,1666619.71,Business Owner,1
CUST000304,58,825249.06,Business Owner,2
CUST000305,28,468523.59,Self-Employed,0
CUST000306,47,629125.93,Salaried,0
CUST000307,47,995015.55,Business Owner,1
CUST000308,54,953847.2,Business Owner,1
CUST000309,41,658980.12,Salaried,3
CUST000310,50,421490.18,Salaried,3
CUST000311,53,475759.04,Self-Employed,1
CUST000312,48,415743.28,Salaried,1
CUST000313,53,922386.83,Business Owner,2
CUST000314,25,180228.79,Unemployed,1
CUST000315,39,579195.48,Salaried,0
CUST000316,24,310632.27,Self-Employed,1
CUST000317,55,535362.22,Salaried,0
CUST000318,37,860201.82,Self-Employed,1
CUST000319,64,817454.55,Salaried,1
CUST000320,48,391556.82,Self-Employed,0
CUST000321,50,517921.78,Salaried,1
CUST000322,49,583682.83,Salaried,2
CUST000323,26,785951.76,Salaried,1
CUST000324,55,337356.21,Salaried,0
CUST000325,61,388965.57,Self-Employed,3
CUST000326,57,661697.87,Salaried,0
CUST000327,44,644381.94,Salaried,2
CUST000328,49,728940.28,Business Owner,1
CUST000329,51,799083.4,Business Owner,1
CUST000330,55,1032384.42,Business Owner,2
CUST000331,53,735841.48,Business Owner,1
CUST000332,41,440483.4,Salaried,0
CUST000333,52,572189.4,Salaried,1
CUST000334,43,537871.34,Self-Employed,1
CUST000335,53,100000.0,Business Owner,5
CUST000336,23,169611.16,Unemployed,1
CUST000337,38,746126.35,Salaried,0
CUST000338,45,546411.59,Salaried,0
CUST000339,62,549132.66,Salaried,3
CUST000340,51,352316.55,Self-Employed,1
CUST000341,23,469523.15,Self-Employed,1
CUST000342,60,516274.22,Salaried,0
CUST000343,44,817140.84,Salaried,2
CUST000344,52,524921.29,Self-Employed,0
CUST000345,42,100000.0,Self-Employed,1
CUST000346,43,685580.2,Salaried,1
CUST000347,22,1587655.93,Business Owner,3
CUST000348,47,601813.61,Self-Employed,1
CUST000349,62,1376006.63,Business Owner,0
CUST000350,22,1170872.49,Business Owner,0
CUST000351,46,748647.58,Salaried,1
CUST000352,37,741343.98,Salaried,1
CUST000353,60,690750.41,Self-Employed,1
CUST000354,53,647501.41,Salaried,1
CUST000355,29,213986.87,Business Owner,1
CUST000356,63,282142.05,Self-Employed,1
CUST000357,59,471617.39,Business Owner,1
CUST000358,49,221160.57,Salaried,0
CUST000359,62,534785.3,Salaried,1
CUST000360,46,783094.65,Self-Employed,1
CUST000361,55,384543.58,Salaried,1
CUST000362,45,645615.03,Self-Employed,0
CUST000363,44,1111641.58,Business Owner,1
CUST000364,33,634495.31,Salaried,3
CUST000365,27,736516.11,Self-Employed,1
CUST000366,56,593802.88,Salaried,1
CUST000367,40,828228.68,Salaried,0
CUST000368,21,140025.44,Unemployed,2
CUST000369,28,167168.2,Unemployed,0
CUST000370,36,578759.69,Salaried,0
CUST000371,34,530480.87,Business Owner,1
CUST000372,32,398012.17,Salaried,0
CUST000373,43,686286.28,Salaried,2
CUST000374,35,802093.01,Salaried,2
CUST000375,48,997661.78,Business Owner,0
CUST000376,54,677092.76,Salaried,1
CUST000377,22,189135.66,Self-Employed,1
CUST000378,52,577051.56,Self-Employed,0
CUST000379,43,100000.0,Self-Employed,0
CUST000380,42,420662.92,Salaried,0
CUST000381,45,800128.92,Salaried,0
CUST000382,42,602047.51,Salaried,1
CUST000383,42,521167.2,Self-Employed,1
CUST000384,62,610760.25,Self-Employed,1
CUST000385,26,659626.04,Self-Employed,0
CUST000386,35,445834.51,Self-Employed,0
CUST000387,63,643937.61,Salaried,2
CUST000388,57,872195.14,Business Owner,0
CUST000389,53,193603.03,Self-Employed,2
CUST000390,28,546824.03,Salaried,1
CUST000391,64,661957.1,Salaried,0
CUST000392,64,746006.98,Business Owner,2
CUST000393,25,749637.0,Business Owner,2
CUST000394,59,717329.82,Salaried,0
CUST000395,24,532223.78,Self-Employed,1
CUST000396,26,652781.27,Salaried,1
CUST000397,52,356291.49,Salaried,0
CUST000398,50,589664.0,Self-Employed,4
CUST000399,55,278311.56,Self-Employed,1
CUST000400,60,495095.78,Self-Employed,1
CUST000401,36,440519.5,Salaried,1
CUST000402,33,739938.82,Salaried,1
CUST000403,62,874441.19,Salaried,0
CUST000404,50,577863.73,Salaried,0
CUST000405,39,576466.56,Salaried,0
CUST000406,37,754612.45,Salaried,3
CUST000407,39,685783.06,Salaried,2
CUST000408,48,589307.59,Salaried,1
CUST000409,46,573641.98,Self-Employed,2
CUST000410,57,904472.02,Salaried,0
CUST000411,46,499219.44,Salaried,1
CUST000412,43,382822.8,Self-Employed,0
CUST000413,29,719198.74,Salaried,0
CUST000414,32,922486.88,Self-Employed,1
CUST000415,21,626582.39,Salaried,2
CUST000416,21,343565.82,Salaried,0
CUST000417,54,658557.31,Salaried,1
CUST000418,52,521257.72,Salaried,1
CUST000419,45,595232.38,Self-Employed,3
CUST000420,60,356269.93,Business Owner,3
CUST000421,21,378631.53,Salaried,2
CUST000422,36,555469.41,Salaried,0
CUST000423,59,830449.98,Self-Employed,0
CUST000424,25,394257.44,Salaried,2
CUST000425,42,771861.79,Business Owner,3
CUST000426,49,380429.41,Salaried,0
CUST000427,23,164493.61,Unemployed,1
CUST000428,32,633225.65,Salaried,1
CUST000429,46,386413.13,Salaried,0
CUST000430,36,1415092.11,Business Owner,2
CUST000431,57,115558.74,Self-Employed,1
CUST000432,42,836467.94,Salaried,0
CUST000433,49,774893.77,Self-Employed,3
CUST000434,34,561159.38,Self-Employed,1
CUST000435,48,734416.7,Salaried,1
CUST000436,25,464378.05,Self-Employed,1
CUST000437,50,368944.35,Salaried,0
CUST000438,25,994594.21,Business Owner,1
CUST000439,32,100000.0,Unemployed,1
CUST000440,36,598367.99,Salaried,1
CUST000441,46,414473.61,Salaried,0
CUST000442,46,746312.06,Salaried,2
CUST000443,41,657025.32,Salaried,0
CUST000444,59,1171322.1,Business Owner,1
CUST000445,56,651043.86,Salaried,1
CUST000446,53,882122.06,Salaried,1
CUST000447,50,1308959.91,Business Owner,1
CUST000448,57,1581448.73,Business Owner,2
CUST000449,43,464992.45,Salaried,0
CUST000450,30,391482.94,Self-Employed,0
CUST000451,25,100000.0,Self-Employed,2
CUST000452,56,130380.6,Unemployed,3
CUST000453,54,492890.22,Self-Employed,0
CUST000454,51,586862.41,Self-Employed,0
CUST000455,30,520358.64,Salaried,1
CUST000456,39,710460.17,Salaried,2
CUST000457,52,633268.6,Self-Employed,1
CUST000458,21,710571.16,Business Owner,2
CUST000459,25,516627.16,Business Owner,0
CUST000460,24,153295.39,Unemployed,0
CUST000461,36,614898.33,Salaried,1
CUST000462,44,378452.25,Self-Employed,3
CUST000463,36,796316.58,Business Owner,1
CUST000464,22,216428.16,Self-Employed,1
CUST000465,48,701782.58,Salaried,1
CUST000466,52,704209.93,Salaried,1
CUST000467,47,919594.88,Business Owner,0
CUST000468,40,714825.3,Salaried,2
CUST000469,44,952462.61,Business Owner,1
CUST000470,32,842439.91,Salaried,0
CUST000471,55,240718.34,Self-Employed,2
CUST000472,53,540358.09,Self-Employed,2
CUST000473,53,680669.75,Self-Employed,1
CUST000474,63,823815.0,Salaried,2
CUST000475,57,1217030.04,Business Owner,3
CUST000476,32,292403.92,Self-Employed,1
CUST000477,23,351742.69,Salaried,2
CUST000478,21,466024.59,Self-Employed,0
CUST000479,53,654257.75,Salaried,3
CUST000480,60,741710.26,Salaried,2
CUST000481,30,435679.51,Salaried,1
CUST000482,63,1144295.22,Business Owner,1
CUST000483,64,198355.76,Salaried,1
CUST000484,49,352101.25,Self-Employed,1
CUST000485,33,729041.61,Salaried,0
CUST000486,32,421318.41,Salaried,1
CUST000487,51,100000.0,Unemployed,1
CUST000488,22,394915.4,Self-Employed,0
CUST000489,55,970796.88,Business Owner,1
CUST000490,43,432711.76,Salaried,1
CUST000491,37,595157.45,Salaried,0
CUST000492,46,727128.6,Business Owner,1
CUST000493,28,731586.4,Self-Employed,3
CUST000494,49,527432.89,Salaried,2
CUST000495,46,604250.92,Salaried,0
CUST000496,30,966534.85,Business Owner,2
CUST000497,46,537039.41,Salaried,2
CUST000498,54,653940.26,Self-Employed,1
CUST000499,61,746642.04,Salaried,2
CUST000500,27,526655.17,Salaried,1
CUST000501,24,164656.02,Unemployed,1
CUST000502,31,460870.66,Salaried,2
CUST000503,49,684570.25,Salaried,2
CUST000504,56,993129.22,Business Owner,0
CUST000505,45,545408.9,Salaried,1
CUST000506,41,649489.86,Salaried,1
CUST000507,56,618571.13,Self-Employed,2
CUST000508,30,784558.17,Salaried,1
CUST000509,57,659622.33,Salaried,4
CUST000510,29,733261.55,Salaried,1
CUST000511,44,880971.07,Self-Employed,0
CUST000512,55,293206.85,Self-Employed,4
CUST000513,55,734264.49,Self-Employed,1
CUST000514,56,468127.71,Salaried,1
CUST000515,38,357309.9,Self-Employed,0
CUST000516,59,149410.02,Unemployed,0
CUST000517,52,503095.38,Salaried,3
CUST000518,44,337353.59,Self-Employed,3
CUST000519,43,487919.05,Self-Employed,3
CUST000520,52,766700.41,Business Owner,3
CUST000521,57,633878.91,Business Owner,1
CUST000522,32,457107.59,Salaried,2
CUST000523,33,813772.39,Salaried,2
CUST000524,43,419969.96,Salaried,1
CUST000525,45,574848.07,Salaried,1
CUST000526,55,767688.4,Salaried,2
CUST000527,61,1223818.92,Business Owner,0
CUST000528,50,635057.24,Salaried,1
CUST000529,37,506453.71,Salaried,2
CUST000530,40,496249.19,Self-Employed,2
CUST000531,45,431389.45,Salaried,2
CUST000532,42,785946.15,Business Owner,0
CUST000533,33,779892.88,Business Owner,3
CUST000534,39,569444.54,Salaried,1
CUST000535,56,481798.52,Salaried,2
CUST000536,32,345617.84,Salaried,1
CUST000537,61,750370.65,Self-Employed,1
CUST000538,39,754465.44,Salaried,0
CUST000539,32,674930.86,Self-Employed,2
CUST000540,29,1051367.7,Business Owner,1
CUST000541,27,625554.39,Salaried,0
CUST000542,48,622525.84,Business Owner,1
CUST000543,34,511976.05,Salaried,3
CUST000544,51,1482142.19,Business Owner,0
CUST000545,39,852436.1,Salaried,0
CUST000546,36,463049.32,Self-Employed,3
CUST000547,25,600564.63,Salaried,1
CUST000548,55,1192928.62,Business Owner,0
CUST000549,32,614019.98,Salaried,3
CUST000550,45,625355.18,Salaried,2
CUST000551,41,488040.15,Self-Employed,2
CUST000552,56,459324.61,Salaried,0
CUST000553,43,425397.52,Self-Employed,1
CUST000554,36,846533.5,Business Owner,2
CUST000555,59,221984.9,Salaried,1
CUST000556,62,613126.99,Salaried,0
CUST000557,59,948384.88,Salaried,1
CUST000558,34,414126.18,Self-Employed,1
CUST000559,51,604968.93,Salaried,0
CUST000560,25,473927.1,Salaried,0
CUST000561,55,435915.11,Salaried,1
CUST000562,43,553486.24,Salaried,1
CUST000563,49,181489.66,Unemployed,0
CUST000564,63,564936.99,Salaried,3
CUST000565,31,425184.55,Self-Employed,0
CUST000566,38,599119.14,Self-Employed,0
CUST000567,32,540019.42,Self-Employed,2
CUST000568,29,641891.08,Salaried,3
CUST000569,30,738058.89,Self-Employed,0
CUST000570,64,1325853.69,Business Owner,0
CUST000571,37,824361.0,Salaried,1
CUST000572,58,418075.26,Salaried,1
CUST000573,27,728588.31,Salaried,0
CUST000574,33,846873.44,Salaried,0
CUST000575,60,355101.6,Salaried,2
CUST000576,62,495981.12,Self-Employed,2
CUST000577,29,518509.9,Salaried,2
CUST000578,47,596349.71,Salaried,0
CUST000579,22,729395.66,Self-Employed,1
CUST000580,25,390639.67,Salaried,2
CUST000581,49,548997.54,Self-Employed,1
CUST000582,57,515307.68,Salaried,0
CUST000583,58,1371056.65,Business Owner,1
CUST000584,39,663140.16,Salaried,1
CUST000585,28,468450.68,Self-Employed,0
CUST000586,21,612753.21,Business Owner,0
CUST000587,42,998688.28,Salaried,2
CUST000588,37,641983.28,Salaried,2
CUST000589,27,216009.11,Self-Employed,3
CUST000590,45,478388.69,Salaried,3
CUST000591,24,1065046.12,Business Owner,2
CUST000592,56,113498.69,Unemployed,0
CUST000593,26,508948.79,Salaried,2
CUST000594,51,747888.87,Salaried,4
CUST000595,39,734611.45,Salaried,1
CUST000596,64,514318.94,Salaried,1
CUST000597,59,734171.04,Self-Employed,0
CUST000598,47,357876.9,Self-Employed,1
CUST000599,30,854031.17,Salaried,2
CUST000600,46,680631.87,Salaried,0
CUST000601,39,643527.26,Salaried,3
CUST000602,59,542279.5,Salaried,1
CUST000603,23,656539.32,Business Owner,1
CUST000604,33,251025.24,Salaried,1
CUST000605,48,782341.72,Business Owner,2
CUST000606,40,497900.9,Self-Employed,0
CUST000607,48,134779.7,Self-Employed,1
CUST000608,28,723507.59,Salaried,1
CUST000609,61,467925.7,Self-Employed,0
CUST000610,59,742942.42,Self-Employed,1
CUST000611,21,363267.92,Self-Employed,2
CUST000612,23,785463.12,Salaried,2
CUST000613,33,532645.36,Salaried,1
CUST000614,48,489942.97,Self-Employed,3
CUST000615,45,632342.29,Salaried,1
CUST000616,53,593750.73,Salaried,0
CUST000617,58,165217.84,Unemployed,3
CUST000618,26,311317.73,Salaried,3
CUST000619,64,579091.84,Salaried,2
CUST000620,52,587936.72,Salaried,2
CUST000621,41,102703.83,Self-Employed,1
CUST000622,36,696370.56,Salaried,1
CUST000623,41,317729.32,Self-Employed,2
CUST000624,31,741349.38,Salaried,0
CUST000625,57,612892.75,Salaried,2
CUST000626,56,385143.62,Self-Employed,0
CUST000627,55,750703.81,Salaried,0
CUST000628,39,233093.35,Unemployed,0
CUST000629,40,605776.01,Salaried,1
CUST000630,38,806232.91,Salaried,1
CUST000631,61,573581.01,Salaried,0
CUST000632,34,744348.28,Salaried,0
CUST000633,35,131626.14,Unemployed,1
CUST000634,51,1630356.71,Business Owner,1
CUST000635,21,761596.09,Salaried,1
CUST000636,23,594068.95,Self-Employed,1
CUST000637,36,100000.0,Self-Employed,1
CUST000638,43,667322.5,Salaried,3
CUST000639,31,414760.06,Salaried,0
CUST000640,32,1041301.2,Business Owner,1
CUST000641,30,213874.96,Unemployed,2
CUST000642,52,184449.85,Unemployed,5
CUST000643,36,671742.48,Self-Employed,2
CUST000644,28,425395.31,Self-Employed,2
CUST000645,58,371309.89,Salaried,2
CUST000646,32,484282.93,Salaried,0
CUST000647,44,550539.53,Salaried,1
CUST000648,48,497187.88,Self-Employed,1
CUST000649,28,753825.59,Self-Employed,3
CUST000650,48,1192231.15,Business Owner,0
CUST000651,56,1787890.09,Business Owner,2
CUST000652,46,499485.07,Business Owner,0
CUST000653,28,208198.39,Unemployed,1
CUST000654,48,731303.41,Salaried,0
CUST000655,48,476687.57,Self-Employed,0
CUST000656,57,307806.79,Self-Employed,2
CUST000657,61,507678.12,Salaried,0
CUST000658,56,116822.19,Unemployed,1
CUST000659,47,1584267.1,Business Owner,1
CUST000660,37,724237.57,Salaried,0
CUST000661,29,729848.44,Salaried,3
CUST000662,53,517534.73,Self-Employed,2
CUST000663,40,454240.8,Self-Employed,1
CUST000664,33,1034934.32,Business Owner,3
CUST000665,48,615369.8,Salaried,1
CUST000666,49,585595.55,Salaried,2
CUST000667,33,655003.33,Salaried,2
CUST000668,55,440117.5,Salaried,2
CUST000669,26,640051.43,Salaried,1
